JSON: {"text": "“仅仅十二分钟，看懂的人却花了整整数十年！”", "url": "https://www.bilibili.com/video/BV1GW421d7Sj/"}
JSON: {"text": "【MAD】假面骑士歌查德 火焰歌查德战斗曲《What’s your FIRE 》", "url": "https://www.bilibili.com/video/BV1BK411a7v1/"}
JSON: {"text": "千部动画混剪！辞去已无年少日 羁绊永结少年心！", "url": "https://www.bilibili.com/video/BV19K4y1R7zs/"}
JSON: {"text": ""神啊，可不可以让我感受一下，没有刀子的世界啊！！"", "url": "https://www.bilibili.com/video/BV1NS411P7d1/"}
JSON: {"text": "【完整版】假面骑士GAVV 主题曲『Got Boost?』完整版试听！", "url": "https://www.bilibili.com/video/BV1iWCfYCEQ1/"}
JSON: {"text": "【博光/MAD】你说把爱渐渐放下会走更远", "url": "https://www.bilibili.com/video/BV1eQ4y147gQ/"}
JSON: {"text": "【中日字幕】Aimer 新曲「月影」【药屋少女的呢喃第二季预热MAD】【完整版】", "url": "https://www.bilibili.com/video/BV1AesJeUEeR/"}
JSON: {"text": "【TV动画】死神 BLEACH 20周年纪念 动画PV【4K画质】", "url": "https://www.bilibili.com/video/BV1Wp1oYWEhe/"}
JSON: {"text": "警告⚠️别眨眼！感受来自咒术天花板的视觉盛宴！", "url": "https://www.bilibili.com/video/BV1D64y1E72L/"}
JSON: {"text": "【手书/MAD】转折点4【无职转生】", "url": "https://www.bilibili.com/video/BV1oY411F7gD/"}
JSON: {"text": "“原来所有的相遇，都是久别重逢”| 𝓒𝓪𝓷𝓸𝓷 𝓲𝓷 𝓓", "url": "https://www.bilibili.com/video/BV1xc411J7FK/"}
JSON: {"text": "[MAD] 迷宮バタフライ-星那歌呗 水树奈奈 4K KTV版", "url": "https://www.bilibili.com/video/BV17h411T7zc/"}
JSON: {"text": "[𝗔𝗠𝗩] 𝕬𝖗𝖐𝖓𝖎𝖌𝖍𝖙 / 𝑰𝒏𝒇𝒆𝒄𝒕𝒆𝒅 | ❛❛用五年的时间，去编织一部动人的故事❜❜", "url": "https://www.bilibili.com/video/BV1TQtDeEEj2/"}
JSON: {"text": "【MAD/铠甲勇士拿瓦】欢迎来到端木将军的世界！", "url": "https://www.bilibili.com/video/BV1qz4y1Y7cv/"}
JSON: {"text": "【校园四霸/LOSER】我只是个失败者 原本就是一无所有 所以不管变得怎样都无所谓吧", "url": "https://www.bilibili.com/video/BV1J4411k7mQ/"}
JSON: {"text": "【火影·MAD】春野樱CP群像", "url": "https://www.bilibili.com/video/BV1RogkecE7N/"}
JSON: {"text": "所以生命啊，它苦涩如歌 | 魔法少女小圆", "url": "https://www.bilibili.com/video/BV1Fe4y1M7nr/"}
JSON: {"text": "𝙎𝙪𝙢𝙢𝙚𝙧💕", "url": "https://www.bilibili.com/video/BV1ef421q7Jx/"}
JSON: {"text": "【AMV/YOASOBI/无职转生/鲁迪乌斯/初作】勇者", "url": "https://www.bilibili.com/video/BV1Lu411u75h/"}
JSON: {"text": "【静止画MAD】涩谷事变×Out of Control【咒术回战】", "url": "https://www.bilibili.com/video/BV1ov411H7QE/"}
JSON: {"text": "[MAD]踊ってない夜を知らない無名の司祭BB/我不喜歡沒舞跳的夜晚啦 无名司祭BB(附使用例)", "url": "https://www.bilibili.com/video/BV1nh4y1573k/"}
JSON: {"text": "“凭什么我要拯救你们这样的垃圾？”", "url": "https://www.bilibili.com/video/BV1eK411c7Gi/"}
JSON: {"text": "“其实相遇的那一刻，遗憾就已经开始了”", "url": "https://www.bilibili.com/video/BV1nu4PeqEo6/"}
JSON: {"text": "“告诉我，神会流血吗？”", "url": "https://www.bilibili.com/video/BV14K4y1e7PZ/"}
JSON: {"text": "可恶....这该死的节奏感！", "url": "https://www.bilibili.com/video/BV1bq4y1G7Dc/"}
JSON: {"text": "【Mad Island】游戏最新版本0.1.5更新解读！男主终于可推倒女主！生命球体工厂迎来全自动！全新装备和道具！", "url": "https://www.bilibili.com/video/BV1CBYEevEf3/"}
JSON: {"text": "【我推的孩子/黑川赤音/MAD】“丑八怪”", "url": "https://www.bilibili.com/video/BV1Yqbfe9Erm/"}
JSON: {"text": "“地下城最治愈一集，上演灭族神曲~”", "url": "https://www.bilibili.com/video/BV1XY411z7Rq/"}
JSON: {"text": "✨这首国产神曲《𝑷𝒐𝒍𝒂𝒓𝒊𝒔》如今惊艳了多少人！！！✨", "url": "https://www.bilibili.com/video/BV1W44y1H7JB/"}
JSON: {"text": "警告⚠️:别眨眼，感受耗时两个月带来的极致踩点！！！", "url": "https://www.bilibili.com/video/BV1P54y1H77V/"}
JSON: {"text": "【182部动漫混剪/青春/60帧】我们永远是二次元理想乡的居民！", "url": "https://www.bilibili.com/video/BV1Mb41167Vo/"}
JSON: {"text": "【孤独摇滚/MAD】愿你也能被这世界温柔以待 『好想爱这个世界啊』", "url": "https://www.bilibili.com/video/BV12F411279f/"}
JSON: {"text": "【Death Note/MAD】“我怎么用力也走不到你心里”", "url": "https://www.bilibili.com/video/BV19i421k7HF/"}
JSON: {"text": "【静止系MAD/孤高之人】超越生死", "url": "https://www.bilibili.com/video/BV1rH4y1T7Uj/"}
JSON: {"text": "“触碰你的黏膜，深入你的尸体”击败藤本树三连冠 这本漫画真厉害第一名【光死去的夏天】", "url": "https://www.bilibili.com/video/BV1ANxCeSEmk/"}
JSON: {"text": "【京吹/久石奏MAD】致最喜欢的久美子前辈｜奏 雨宫天", "url": "https://www.bilibili.com/video/BV1rJ89e9EqX/"}
JSON: {"text": "可恶....这该死的节奏感！", "url": "https://www.bilibili.com/video/BV1bq4y1G7Dc/"}
JSON: {"text": "【Mad Island】游戏最新版本0.1.5更新解读！男主终于可推倒女主！生命球体工厂迎来全自动！全新装备和道具！", "url": "https://www.bilibili.com/video/BV1CBYEevEf3/"}
JSON: {"text": "【我推的孩子/黑川赤音/MAD】“丑八怪”", "url": "https://www.bilibili.com/video/BV1Yqbfe9Erm/"}
JSON: {"text": "“地下城最治愈一集，上演灭族神曲~”", "url": "https://www.bilibili.com/video/BV1XY411z7Rq/"}
JSON: {"text": "✨这首国产神曲《𝑷𝒐𝒍𝒂𝒓𝒊𝒔》如今惊艳了多少人！！！✨", "url": "https://www.bilibili.com/video/BV1W44y1H7JB/"}
JSON: {"text": "警告⚠️:别眨眼，感受耗时两个月带来的极致踩点！！！", "url": "https://www.bilibili.com/video/BV1P54y1H77V/"}
JSON: {"text": "【182部动漫混剪/青春/60帧】我们永远是二次元理想乡的居民！", "url": "https://www.bilibili.com/video/BV1Mb41167Vo/"}
JSON: {"text": "【孤独摇滚/MAD】愿你也能被这世界温柔以待 『好想爱这个世界啊』", "url": "https://www.bilibili.com/video/BV12F411279f/"}
JSON: {"text": "【Death Note/MAD】“我怎么用力也走不到你心里”", "url": "https://www.bilibili.com/video/BV19i421k7HF/"}
JSON: {"text": "【静止系MAD/孤高之人】超越生死", "url": "https://www.bilibili.com/video/BV1rH4y1T7Uj/"}
JSON: {"text": "“触碰你的黏膜，深入你的尸体”击败藤本树三连冠 这本漫画真厉害第一名【光死去的夏天】", "url": "https://www.bilibili.com/video/BV1ANxCeSEmk/"}
JSON: {"text": "【京吹/久石奏MAD】致最喜欢的久美子前辈｜奏 雨宫天", "url": "https://www.bilibili.com/video/BV1rJ89e9EqX/"}
JSON: {"text": "【Girls Band Cry/剧情MAD】我看着天真的我自己【山海】", "url": "https://www.bilibili.com/video/BV14x4y1n7pE/"}
JSON: {"text": "日本动画打戏的巅峰——原画师中村丰MAD", "url": "https://www.bilibili.com/video/BV1h4411b7AG/"}
JSON: {"text": "【亚托莉】⚡你能忍受萝卜子的洗脑么⚡ˉ﹃ˉ⚡", "url": "https://www.bilibili.com/video/BV1hYC1YcEZd/"}
JSON: {"text": "【JOJO】历 代 主 角 处 刑 曲", "url": "https://www.bilibili.com/video/BV1z8411W7MU/"}
JSON: {"text": "【Kocchi no Kento】官方MV《はいよろこんで（乐意效劳）》", "url": "https://www.bilibili.com/video/BV1M24geiEzS/"}
JSON: {"text": "【S13全球总决赛】10月20日 瑞士轮第二轮 MAD vs BDS", "url": "https://www.bilibili.com/video/BV14N411x7By/"}
JSON: {"text": "【TOS2021/静止画MAD】有马加奈的告白", "url": "https://www.bilibili.com/video/BV1ui4y1C7Jt/"}
JSON: {"text": "【赛马娘4K超燃MAD/MAD大赛2024】给我看好了！这才是真正的东海帝皇！", "url": "https://www.bilibili.com/video/BV1gE421A7iC/"}
JSON: {"text": "【TOP100】全年代动漫歌曲排行榜（2024年最新版）", "url": "https://www.bilibili.com/video/BV14H4y1E7Z2/"}
JSON: {"text": "同步率1000%！神曲《红莲华》重燃《鬼灭之刃》"吾将化身为刃,终将恶鬼斩杀！"", "url": "https://www.bilibili.com/video/BV1sM4y157Wd/"}
JSON: {"text": "“人只能自救”", "url": "https://www.bilibili.com/video/BV1sHetewEMn/"}
JSON: {"text": "【无烂饭】杀死比赛！性价比磁轴天花板中的天花板！| 美加狮mad68使用体验与建议", "url": "https://www.bilibili.com/video/BV1PN1ZYREvQ/"}
JSON: {"text": "『听清楚，这是最后的试炼了！』", "url": "https://www.bilibili.com/video/BV1jy4y1V7EE/"}
JSON: {"text": "【EVA】【One Last Kiss】好好享受这最后一吻吧", "url": "https://www.bilibili.com/video/BV1p8411U7U2/"}
JSON: {"text": "超人的悲伤 是迟到旧信 【Monster MAD | 葛利马个人台词向】（bgm : Borderline）", "url": "https://www.bilibili.com/video/BV1NmsjeVE76/"}
JSON: {"text": "【静止画MAD】笼中鸟【何等可叹的我们】", "url": "https://www.bilibili.com/video/BV1np4y187vA/"}
JSON: {"text": "洛天依，原创《勾指起誓》", "url": "https://www.bilibili.com/video/BV1Jb411U7u2/"}
JSON: {"text": "𝑫𝒊𝒆 𝑭𝒐𝒓 𝒀𝒐𝒖 为你而战｜⚠️这个时代名为“二十一世纪初”", "url": "https://www.bilibili.com/video/BV1j34y1g7wu/"}
JSON: {"text": "【超燃/MAD】假面骑士Genm—危险僵尸战斗曲 Wish in the dark，拥有神之才能的我正是新世界的卡密哒！", "url": "https://www.bilibili.com/video/BV1Ja4y1E7MG/"}
JSON: {"text": "“暴雨停歇之时，即是我的死期”", "url": "https://www.bilibili.com/video/BV11H4y1F7ft/"}
JSON: {"text": "ᴵ ʲᵘˢᵗ ʷᵃⁿⁿᵃ ᵏⁿᵒʷ ⁱᶠ ᴵ ˢʰᵒᵘˡᵈ ᵏᵉᵉᵖ ʸᵒᵘʳ ⁿᵘᵐᵇᵉʳ?", "url": "https://www.bilibili.com/video/BV1gY4y1i7Cg/"}
JSON: {"text": "太痛苦了太难受了太喜欢你了", "url": "https://www.bilibili.com/video/BV1a4411h7n9/"}
JSON: {"text": ""你们玩的这么变态吗...”", "url": "https://www.bilibili.com/video/BV1iy411B7uy/"}
JSON: {"text": "钟情一镜到底的作画狂人——原画师铃木典光作画MAD", "url": "https://www.bilibili.com/video/BV1RD421V7CH/"}
JSON: {"text": "【死神/𝐁𝐋𝐄𝐀𝐂𝐇】𝐎𝐏-𝐄𝐃全收录！耗时𝟒𝟕𝟖𝟖𝟎𝟎秒！来看看什么叫潮！", "url": "https://www.bilibili.com/video/BV1Qc41197Qw/"}
JSON: {"text": "『听清楚，这是最后的试炼了！』", "url": "https://www.bilibili.com/video/BV1jy4y1V7EE/"}
JSON: {"text": "【EVA】【One Last Kiss】好好享受这最后一吻吧", "url": "https://www.bilibili.com/video/BV1p8411U7U2/"}
JSON: {"text": "超人的悲伤 是迟到旧信 【Monster MAD | 葛利马个人台词向】（bgm : Borderline）", "url": "https://www.bilibili.com/video/BV1NmsjeVE76/"}
JSON: {"text": "【静止画MAD】笼中鸟【何等可叹的我们】", "url": "https://www.bilibili.com/video/BV1np4y187vA/"}
JSON: {"text": "洛天依，原创《勾指起誓》", "url": "https://www.bilibili.com/video/BV1Jb411U7u2/"}
JSON: {"text": "𝑫𝒊𝒆 𝑭𝒐𝒓 𝒀𝒐𝒖 为你而战｜⚠️这个时代名为“二十一世纪初”", "url": "https://www.bilibili.com/video/BV1j34y1g7wu/"}
JSON: {"text": "【超燃/MAD】假面骑士Genm—危险僵尸战斗曲 Wish in the dark，拥有神之才能的我正是新世界的卡密哒！", "url": "https://www.bilibili.com/video/BV1Ja4y1E7MG/"}
JSON: {"text": "“暴雨停歇之时，即是我的死期”", "url": "https://www.bilibili.com/video/BV11H4y1F7ft/"}
JSON: {"text": "ᴵ ʲᵘˢᵗ ʷᵃⁿⁿᵃ ᵏⁿᵒʷ ⁱᶠ ᴵ ˢʰᵒᵘˡᵈ ᵏᵉᵉᵖ ʸᵒᵘʳ ⁿᵘᵐᵇᵉʳ?", "url": "https://www.bilibili.com/video/BV1gY4y1i7Cg/"}
JSON: {"text": "太痛苦了太难受了太喜欢你了", "url": "https://www.bilibili.com/video/BV1a4411h7n9/"}
JSON: {"text": ""你们玩的这么变态吗...”", "url": "https://www.bilibili.com/video/BV1iy411B7uy/"}
JSON: {"text": "钟情一镜到底的作画狂人——原画师铃木典光作画MAD", "url": "https://www.bilibili.com/video/BV1RD421V7CH/"}
JSON: {"text": "【死神/𝐁𝐋𝐄𝐀𝐂𝐇】𝐎𝐏-𝐄𝐃全收录！耗时𝟒𝟕𝟖𝟖𝟎𝟎秒！来看看什么叫潮！", "url": "https://www.bilibili.com/video/BV1Qc41197Qw/"}
JSON: {"text": "【冰菓/MAD】你们到底是在推理还是恋爱啊喂！！！", "url": "https://www.bilibili.com/video/BV1H5411f7ir/"}
JSON: {"text": "【综漫/核爆/高燃/多素材AMV】神之战歌，响彻天地; 十年之战，即将重现！", "url": "https://www.bilibili.com/video/BV1tW411D7MC/"}
JSON: {"text": "【Murder Drones】Cyn - Did you miss me？", "url": "https://www.bilibili.com/video/BV1ui421U7ju/"}
JSON: {"text": "【绝望合集】“所以生命啊，它苦涩如歌。”|催泪向", "url": "https://www.bilibili.com/video/BV1rj411U7jc/"}
JSON: {"text": "【4K60帧】《JOJO的奇妙冒险》1 - 6部OP合集 AI修复补帧高清收藏版", "url": "https://www.bilibili.com/video/BV1RK4y1s7wC/"}
JSON: {"text": "四代火影/超燃/AMV【今当为父 死又何妨！！！】", "url": "https://www.bilibili.com/video/BV18p411R7be/"}
JSON: {"text": "这便是「 𝑻𝒉𝒆 𝑾𝒐𝒓𝒍𝒅 」", "url": "https://www.bilibili.com/video/BV1Bm421G7fo/"}
JSON: {"text": "看好了，这才是挑战B站画质上限！！！", "url": "https://www.bilibili.com/video/BV187pteyE9c/"}
JSON: {"text": "【综漫燃/夜愿/AMV】Last ride of the day", "url": "https://www.bilibili.com/video/BV1yx411N722/"}
JSON: {"text": "仅仅这一首《慢热》，你拿什么和我感同身受………", "url": "https://www.bilibili.com/video/BV1fK4y1U7iU/"}
JSON: {"text": "“ 歌 曲 再 次 匹 配 正 确 ”", "url": "https://www.bilibili.com/video/BV18Z421T7Bv/"}
JSON: {"text": "在地狱等着也是没用的 因为我们就是地狱", "url": "https://www.bilibili.com/video/BV1x14y1t7kE/"}
JSON: {"text": "【静止系MAD】悟空变身！传说中的超级赛亚人！", "url": "https://www.bilibili.com/video/BV11T4m1S7fQ/"}
JSON: {"text": "“你 管 这 叫 呼 吸 法？”⚡️", "url": "https://www.bilibili.com/video/BV14p421U78W/"}
JSON: {"text": "【静止画MAD】「I」【终将成为你】【MADMAX2022】", "url": "https://www.bilibili.com/video/BV13g411t7R4/"}
JSON: {"text": "【MAD/假面骑士】加速系骑士篇·极致高速即为正义/Accel World！", "url": "https://www.bilibili.com/video/BV1S4411g7Ry/"}
JSON: {"text": "【静止画MAD】"未来"特南克斯編【龙珠超】", "url": "https://www.bilibili.com/video/BV1TX4y1Z71Q/"}
JSON: {"text": "【4K】机动战士高达 水星的魔女 YOASOBI「祝福」", "url": "https://www.bilibili.com/video/BV18t4y1A7uv/"}
JSON: {"text": "“三年的回忆，要我如何抹去”", "url": "https://www.bilibili.com/video/BV18F411Z7Kn/"}
JSON: {"text": "【4K/MAD/斑】可以否定这个世界存在的只能是我，斑！", "url": "https://www.bilibili.com/video/BV1k14y1Z7Y7/"}
JSON: {"text": "【众神归来】这是属于一场鬼畜的史诗级盛宴！", "url": "https://www.bilibili.com/video/BV1rZ4y1M7CZ/"}
JSON: {"text": "【 Charlotte/ MAD】我拯救了世界，却忘了个女孩", "url": "https://www.bilibili.com/video/BV1Vb411n7bj/"}
JSON: {"text": "【败犬女主/剧情MAD】人只要有机会 就又沦陷「路过人间」", "url": "https://www.bilibili.com/video/BV16XvZejEvm/"}
JSON: {"text": "赌狗快摇原作者新作：【静止画MAD】两面宿傩vs五条悟 [史上最强对决现代最强]", "url": "https://www.bilibili.com/video/BV1jS411K7yC/"}
JSON: {"text": "Z高達 OP Z・刻を越えて (回忆系列) AI 4K (MAD·AMV)", "url": "https://www.bilibili.com/video/BV19p4y1w776/"}
JSON: {"text": "压抑到极致的瞬间燃爆！感受来自不屈之人最后的狂怒吧！", "url": "https://www.bilibili.com/video/BV1At411P7Fi/"}
JSON: {"text": "“这个年代的动漫真的能让人热泪盈眶！！”", "url": "https://www.bilibili.com/video/BV1jV4y1d74s/"}
JSON: {"text": "【冰菓/MAD】你们到底是在推理还是恋爱啊喂！！！", "url": "https://www.bilibili.com/video/BV1H5411f7ir/"}
JSON: {"text": "【综漫/核爆/高燃/多素材AMV】神之战歌，响彻天地; 十年之战，即将重现！", "url": "https://www.bilibili.com/video/BV1tW411D7MC/"}
JSON: {"text": "【Murder Drones】Cyn - Did you miss me？", "url": "https://www.bilibili.com/video/BV1ui421U7ju/"}
JSON: {"text": "【绝望合集】“所以生命啊，它苦涩如歌。”|催泪向", "url": "https://www.bilibili.com/video/BV1rj411U7jc/"}
JSON: {"text": "【4K60帧】《JOJO的奇妙冒险》1 - 6部OP合集 AI修复补帧高清收藏版", "url": "https://www.bilibili.com/video/BV1RK4y1s7wC/"}
JSON: {"text": "四代火影/超燃/AMV【今当为父 死又何妨！！！】", "url": "https://www.bilibili.com/video/BV18p411R7be/"}
JSON: {"text": "这便是「 𝑻𝒉𝒆 𝑾𝒐𝒓𝒍𝒅 」", "url": "https://www.bilibili.com/video/BV1Bm421G7fo/"}
JSON: {"text": "看好了，这才是挑战B站画质上限！！！", "url": "https://www.bilibili.com/video/BV187pteyE9c/"}
JSON: {"text": "【综漫燃/夜愿/AMV】Last ride of the day", "url": "https://www.bilibili.com/video/BV1yx411N722/"}
JSON: {"text": "仅仅这一首《慢热》，你拿什么和我感同身受………", "url": "https://www.bilibili.com/video/BV1fK4y1U7iU/"}
JSON: {"text": "“ 歌 曲 再 次 匹 配 正 确 ”", "url": "https://www.bilibili.com/video/BV18Z421T7Bv/"}
JSON: {"text": "在地狱等着也是没用的 因为我们就是地狱", "url": "https://www.bilibili.com/video/BV1x14y1t7kE/"}
JSON: {"text": "【静止系MAD】悟空变身！传说中的超级赛亚人！", "url": "https://www.bilibili.com/video/BV11T4m1S7fQ/"}
JSON: {"text": "“你 管 这 叫 呼 吸 法？”⚡️", "url": "https://www.bilibili.com/video/BV14p421U78W/"}
JSON: {"text": "【静止画MAD】「I」【终将成为你】【MADMAX2022】", "url": "https://www.bilibili.com/video/BV13g411t7R4/"}
JSON: {"text": "纵使迷宫变化多端 但亲爱的，我们始终坚定向前", "url": "https://www.bilibili.com/video/BV1tvpweTEfj/"}
JSON: {"text": "【MAD/假面骑士】加速系骑士篇·极致高速即为正义/Accel World！", "url": "https://www.bilibili.com/video/BV1S4411g7Ry/"}
JSON: {"text": "【静止画MAD】"未来"特南克斯編【龙珠超】", "url": "https://www.bilibili.com/video/BV1TX4y1Z71Q/"}
JSON: {"text": "【4K】机动战士高达 水星的魔女 YOASOBI「祝福」", "url": "https://www.bilibili.com/video/BV18t4y1A7uv/"}
